id,name,category,description,tags
"devrvtknnp","Localized enterosclerosis","diseases","A localized  medical condition characterized by inflammation or abnormal state of the entero system.","entero;sclerosis;disease;localized"
"d8bp86k5er","Malignant stomatoalgia","diseases","A malignant  medical condition characterized by inflammation or abnormal state of the stomato system.","stomato;algia;disease;malignant"
"d8idgpha5b","Autoimmune splenoplasia","diseases","A autoimmune  medical condition characterized by inflammation or abnormal state of the spleno system.","spleno;plasia;disease;autoimmune"
"dmhtgu9snq","Autoimmune encephalosclerosis","diseases","A autoimmune  medical condition characterized by inflammation or abnormal state of the encephalo system.","encephalo;sclerosis;disease;autoimmune"
"mcpfjggo83","Amiglinide Patch","medicines","A pharmacological agent prescribed for various therapeutic indications, available as patch.","glinide;patch;medicine;treatment"
"sg1oa5viy3","Mild Spinal Pain","symptoms","Patient experiences mild  pain in the spinal  region.","pain;symptom;spinal;mild"
"m5ca3evuf4","Loxaazole Ointment","medicines","A pharmacological agent prescribed for various therapeutic indications, available as ointment.","azole;ointment;medicine;treatment"
"s8k1jtyn9v","Worsening Nasal Fever","symptoms","Patient experiences worsening  fever in the nasal  region.","fever;symptom;nasal;worsening"
"s202a6rf7v","Dermal Fatigue","symptoms","Patient experiences  fatigue in the dermal  region.","fatigue;symptom;dermal"
"mmj14424x4","Fentaprazole Patch","medicines","A pharmacological agent prescribed for various therapeutic indications, available as patch.","prazole;patch;medicine;treatment"
"ma5f9f8zzh","Lisicycline Syrup","medicines","A pharmacological agent prescribed for various therapeutic indications, available as syrup.","cycline;syrup;medicine;treatment"
"d3x1zmtexd","Primary dermapenia","diseases","A primary  medical condition characterized by inflammation or abnormal state of the derma system.","derma;penia;disease;primary"
"du0lbfbg6w","Idiopathic keratomegaly","diseases","A idiopathic  medical condition characterized by inflammation or abnormal state of the kerato system.","kerato;megaly;disease;idiopathic"
"mz4cpqnj2n","Doxylol Syrup","medicines","A pharmacological agent prescribed for various therapeutic indications, available as syrup.","lol;syrup;medicine;treatment"
"mpeope0gv2","Atoxetine Syrup","medicines","A pharmacological agent prescribed for various therapeutic indications, available as syrup.","xetine;syrup;medicine;treatment"
"scvph9smix","Gradual Pelvic Itching","symptoms","Patient experiences gradual  itching in the pelvic  region.","itching;symptom;pelvic;gradual"
"dsmc7qph1u","Acute choleoma","diseases","A acute  medical condition characterized by inflammation or abnormal state of the chole system.","chole;oma;disease;acute"
"mzcfwxzoa2","Epixetine Syrup","medicines","A pharmacological agent prescribed for various therapeutic indications, available as syrup.","xetine;syrup;medicine;treatment"
"scj1yhf1mn","Severe Renal Tingling","symptoms","Patient experiences severe  tingling in the renal  region.","tingling;symptom;renal;severe"
"dc2per7zng","Viral cardiosthenia","diseases","A viral  medical condition characterized by inflammation or abnormal state of the cardio system.","cardio;sthenia;disease;viral"
"dl9firve62","Primary oculoplasia","diseases","A primary  medical condition characterized by inflammation or abnormal state of the oculo system.","oculo;plasia;disease;primary"
"sh85sjl5z0","Sharp Pulmonary Bleeding","symptoms","Patient experiences sharp  bleeding in the pulmonary  region.","bleeding;symptom;pulmonary;sharp"
"dau7xvuyfr","Chronic neuroalgia","diseases","A chronic  medical condition characterized by inflammation or abnormal state of the neuro system.","neuro;algia;disease;chronic"
"myuhepro8h","Simastatin Suspension","medicines","A pharmacological agent prescribed for various therapeutic indications, available as suspension.","statin;suspension;medicine;treatment"
"msd4rpj1tt","Hydrotidine Syrup","medicines","A pharmacological agent prescribed for various therapeutic indications, available as syrup.","tidine;syrup;medicine;treatment"
"m7cfkm91n8","Atodipine Inhaler","medicines","A pharmacological agent prescribed for various therapeutic indications, available as inhaler.","dipine;inhaler;medicine;treatment"
"sr8wbfg95f","Severe Cervical Fatigue","symptoms","Patient experiences severe  fatigue in the cervical  region.","fatigue;symptom;cervical;severe"
"s0amehwgkq","Gradual Ocular Tremors","symptoms","Patient experiences gradual  tremors in the ocular  region.","tremors;symptom;ocular;gradual"
"suue67366w","Worsening Pelvic Tremors","symptoms","Patient experiences worsening  tremors in the pelvic  region.","tremors;symptom;pelvic;worsening"
"mdwz2ynt87","Ibubuterol Tablets","medicines","A pharmacological agent prescribed for various therapeutic indications, available as tablets.","buterol;tablets;medicine;treatment"
"tvzbz1gb3g","Ocular Malignant","terms","A clinical term referring to ocular malignant.","term;medical;clinical"
"msgtha0829","Doxycillin Solution","medicines","A pharmacological agent prescribed for various therapeutic indications, available as solution.","cillin;solution;medicine;treatment"
"d4tqisdq3g","Acquired oculoplasia","diseases","A acquired  medical condition characterized by inflammation or abnormal state of the oculo system.","oculo;plasia;disease;acquired"
"mogukus557","Levazepam Suppository","medicines","A pharmacological agent prescribed for various therapeutic indications, available as suppository.","zepam;suppository;medicine;treatment"
"sumhmvq4r1","Cardiac Redness","symptoms","Patient experiences  redness in the cardiac  region.","redness;symptom;cardiac"
"db17ajxzs9","Congenital oculoemia","diseases","A congenital  medical condition characterized by inflammation or abnormal state of the oculo system.","oculo;emia;disease;congenital"
"mci8z29f1h","Levapril Solution","medicines","A pharmacological agent prescribed for various therapeutic indications, available as solution.","pril;solution;medicine;treatment"
"m7bmfo2vuj","Citadipine Gel","medicines","A pharmacological agent prescribed for various therapeutic indications, available as gel.","dipine;gel;medicine;treatment"
"dr382ttcit","Fungal hepatosclerosis","diseases","A fungal  medical condition characterized by inflammation or abnormal state of the hepato system.","hepato;sclerosis;disease;fungal"
"merj7yxpi1","Epibuterol Capsules","medicines","A pharmacological agent prescribed for various therapeutic indications, available as capsules.","buterol;capsules;medicine;treatment"
"m2tv9j9i1y","Hydrobuterol Tablets","medicines","A pharmacological agent prescribed for various therapeutic indications, available as tablets.","buterol;tablets;medicine;treatment"
"se8krd8oge","Gradual Gastric Tremors","symptoms","Patient experiences gradual  tremors in the gastric  region.","tremors;symptom;gastric;gradual"
"d6ijtzzf60","Genetic osteosclerosis","diseases","A genetic  medical condition characterized by inflammation or abnormal state of the osteo system.","osteo;sclerosis;disease;genetic"
"dubuopl4c4","Fungal encephaloplegia","diseases","A fungal  medical condition characterized by inflammation or abnormal state of the encephalo system.","encephalo;plegia;disease;fungal"
"ta5u48tidm","Dermal Autoimmune","terms","A clinical term referring to dermal autoimmune.","term;medical;clinical"
"d6b80z5pyi","Benign endomegaly","diseases","A benign  medical condition characterized by inflammation or abnormal state of the endo system.","endo;megaly;disease;benign"
"ds26xexzu6","Benign rhinotrophy","diseases","A benign  medical condition characterized by inflammation or abnormal state of the rhino system.","rhino;trophy;disease;benign"
"sz4u6744ey","Dull Nasal Stiffness","symptoms","Patient experiences dull  stiffness in the nasal  region.","stiffness;symptom;nasal;dull"
"m3mlwb3h4n","Clindabuterol Patch","medicines","A pharmacological agent prescribed for various therapeutic indications, available as patch.","buterol;patch;medicine;treatment"
"m3b69j2ic1","Omemycin Tablets","medicines","A pharmacological agent prescribed for various therapeutic indications, available as tablets.","mycin;tablets;medicine;treatment"
"mnl5pip05r","Levaglinide Injection","medicines","A pharmacological agent prescribed for various therapeutic indications, available as injection.","glinide;injection;medicine;treatment"
"mpwljcssla","Bupamab Powder","medicines","A pharmacological agent prescribed for various therapeutic indications, available as powder.","mab;powder;medicine;treatment"
"m734s2moin","Lisiazole Injection","medicines","A pharmacological agent prescribed for various therapeutic indications, available as injection.","azole;injection;medicine;treatment"
"mbsese5qc5","Sertapro Syrup","medicines","A pharmacological agent prescribed for various therapeutic indications, available as syrup.","pro;syrup;medicine;treatment"
"dh5b5iktix","Idiopathic hepatorrhexis","diseases","A idiopathic  medical condition characterized by inflammation or abnormal state of the hepato system.","hepato;rrhexis;disease;idiopathic"
"dx9i7jp8bo","Viral osteopenia","diseases","A viral  medical condition characterized by inflammation or abnormal state of the osteo system.","osteo;penia;disease;viral"
"stm8xq7i48","Worsening Ocular Chills","symptoms","Patient experiences worsening  chills in the ocular  region.","chills;symptom;ocular;worsening"
"d43dt2r3zv","Acquired hemoalgia","diseases","A acquired  medical condition characterized by inflammation or abnormal state of the hemo system.","hemo;algia;disease;acquired"
"mx5frkei5v","Albufloxin Ointment","medicines","A pharmacological agent prescribed for various therapeutic indications, available as ointment.","floxin;ointment;medicine;treatment"
"mccv1yoapl","Omevir Drops","medicines","A pharmacological agent prescribed for various therapeutic indications, available as drops.","vir;drops;medicine;treatment"
"s0wprn5ejf","Localized Renal Fatigue","symptoms","Patient experiences localized  fatigue in the renal  region.","fatigue;symptom;renal;localized"
"mj8c9qqrn0","Aminib Patch","medicines","A pharmacological agent prescribed for various therapeutic indications, available as patch.","nib;patch;medicine;treatment"
"mrz2nbsvqq","Levaterol Gel","medicines","A pharmacological agent prescribed for various therapeutic indications, available as gel.","terol;gel;medicine;treatment"
"dzwywi8r2d","Secondary enteromalacia","diseases","A secondary  medical condition characterized by inflammation or abnormal state of the entero system.","entero;malacia;disease;secondary"
"mznegk8h8i","Epivir Suppository","medicines","A pharmacological agent prescribed for various therapeutic indications, available as suppository.","vir;suppository;medicine;treatment"
"mmff7la9f1","Simasartan Drops","medicines","A pharmacological agent prescribed for various therapeutic indications, available as drops.","sartan;drops;medicine;treatment"
"mjj3m53wvp","Levafloxin Syrup","medicines","A pharmacological agent prescribed for various therapeutic indications, available as syrup.","floxin;syrup;medicine;treatment"
"dua8wrg8yk","Congenital osteopenia","diseases","A congenital  medical condition characterized by inflammation or abnormal state of the osteo system.","osteo;penia;disease;congenital"
"d4xepd2ufx","Viral splenotrophy","diseases","A viral  medical condition characterized by inflammation or abnormal state of the spleno system.","spleno;trophy;disease;viral"
"sea1dmt8ud","Gradual Pelvic Spasms","symptoms","Patient experiences gradual  spasms in the pelvic  region.","spasms;symptom;pelvic;gradual"
"myi7ckcqq7","Doxystatin Suspension","medicines","A pharmacological agent prescribed for various therapeutic indications, available as suspension.","statin;suspension;medicine;treatment"
"mnbffo61i0","Loxabuterol Solution","medicines","A pharmacological agent prescribed for various therapeutic indications, available as solution.","buterol;solution;medicine;treatment"
"mylpqoeb0j","Atodipine Powder","medicines","A pharmacological agent prescribed for various therapeutic indications, available as powder.","dipine;powder;medicine;treatment"
"mmazx2uud7","Ketoglinide Solution","medicines","A pharmacological agent prescribed for various therapeutic indications, available as solution.","glinide;solution;medicine;treatment"
"sgtxlnac3r","Dull Cerebral Spasms","symptoms","Patient experiences dull  spasms in the cerebral  region.","spasms;symptom;cerebral;dull"
"sxy2ownbd7","Mild Renal Swelling","symptoms","Patient experiences mild  swelling in the renal  region.","swelling;symptom;renal;mild"
"dfwobiwrvr","Fungal stomatorrhexis","diseases","A fungal  medical condition characterized by inflammation or abnormal state of the stomato system.","stomato;rrhexis;disease;fungal"
"siyicvyw3l","Moderate Lumbar Discharge","symptoms","Patient experiences moderate  discharge in the lumbar  region.","discharge;symptom;lumbar;moderate"
"dnh4uau8st","Primary pulmoemia","diseases","A primary  medical condition characterized by inflammation or abnormal state of the pulmo system.","pulmo;emia;disease;primary"
"mlzl7fezdn","Simavir Drops","medicines","A pharmacological agent prescribed for various therapeutic indications, available as drops.","vir;drops;medicine;treatment"
"m0fyjeehwp","Duradipine Suppository","medicines","A pharmacological agent prescribed for various therapeutic indications, available as suppository.","dipine;suppository;medicine;treatment"
"dozovetpf0","Congenital pulmomegaly","diseases","A congenital  medical condition characterized by inflammation or abnormal state of the pulmo system.","pulmo;megaly;disease;congenital"
"t1oqc9cerj","Genetic Renal","terms","A clinical term referring to genetic renal.","term;medical;clinical"
"mnkxmayfj6","Ketoprazole Cream","medicines","A pharmacological agent prescribed for various therapeutic indications, available as cream.","prazole;cream;medicine;treatment"
"mhovzpgqz5","Hydrocillin Suppository","medicines","A pharmacological agent prescribed for various therapeutic indications, available as suppository.","cillin;suppository;medicine;treatment"
"suozbeyfle","Dull Cardiac Tenderness","symptoms","Patient experiences dull  tenderness in the cardiac  region.","tenderness;symptom;cardiac;dull"
"dc4i7y9jki","Systemic gastromegaly","diseases","A systemic  medical condition characterized by inflammation or abnormal state of the gastro system.","gastro;megaly;disease;systemic"
"sjoh5tr3cy","Constant Nasal Numbness","symptoms","Patient experiences constant  numbness in the nasal  region.","numbness;symptom;nasal;constant"
"dh0ud0zu4g","Chronic encephalosthenia","diseases","A chronic  medical condition characterized by inflammation or abnormal state of the encephalo system.","encephalo;sthenia;disease;chronic"
"siyv28zj0v","Localized Lumbar Swelling","symptoms","Patient experiences localized  swelling in the lumbar  region.","swelling;symptom;lumbar;localized"
"m2k30wsruz","Sertabuterol Patch","medicines","A pharmacological agent prescribed for various therapeutic indications, available as patch.","buterol;patch;medicine;treatment"
"dmzysf7z1k","Systemic choletrophy","diseases","A systemic  medical condition characterized by inflammation or abnormal state of the chole system.","chole;trophy;disease;systemic"
"mk67971mx4","Durafloxin Injection","medicines","A pharmacological agent prescribed for various therapeutic indications, available as injection.","floxin;injection;medicine;treatment"
"d969gfvxy9","Fungal myoitis","diseases","A fungal  medical condition characterized by inflammation or abnormal state of the myo system.","myo;itis;disease;fungal"
"s4zi3dl9o4","Mild Gastric Nausea","symptoms","Patient experiences mild  nausea in the gastric  region.","nausea;symptom;gastric;mild"
"dgisa6g5ji","Viral dermarrhea","diseases","A viral  medical condition characterized by inflammation or abnormal state of the derma system.","derma;rrhea;disease;viral"
"mw3d6pflri","Sertasartan Cream","medicines","A pharmacological agent prescribed for various therapeutic indications, available as cream.","sartan;cream;medicine;treatment"
"sdjhtlb0yl","Mild Pulmonary Chills","symptoms","Patient experiences mild  chills in the pulmonary  region.","chills;symptom;pulmonary;mild"
"sppiu0j4u7","Intermittent Cardiac Chills","symptoms","Patient experiences intermittent  chills in the cardiac  region.","chills;symptom;cardiac;intermittent"
"m3s0rpqszx","Amiazole Suspension","medicines","A pharmacological agent prescribed for various therapeutic indications, available as suspension.","azole;suspension;medicine;treatment"
"ms0705mjtl","Albucillin Drops","medicines","A pharmacological agent prescribed for various therapeutic indications, available as drops.","cillin;drops;medicine;treatment"
"shsm00z4ht","Sharp Nasal Itching","symptoms","Patient experiences sharp  itching in the nasal  region.","itching;symptom;nasal;sharp"
"mxp6xftds3","Metastatin Patch","medicines","A pharmacological agent prescribed for various therapeutic indications, available as patch.","statin;patch;medicine;treatment"
"m3xzqk4emd","Citapril Syrup","medicines","A pharmacological agent prescribed for various therapeutic indications, available as syrup.","pril;syrup;medicine;treatment"
"m26r9glkqy","Albuterol Syrup","medicines","A pharmacological agent prescribed for various therapeutic indications, available as syrup.","terol;syrup;medicine;treatment"
"m5m6jaovot","Amimycin Ointment","medicines","A pharmacological agent prescribed for various therapeutic indications, available as ointment.","mycin;ointment;medicine;treatment"
"sfhdisl9za","Sudden Spinal Tremors","symptoms","Patient experiences sudden  tremors in the spinal  region.","tremors;symptom;spinal;sudden"
"m3wqzzzhah","Metaprazole Ointment","medicines","A pharmacological agent prescribed for various therapeutic indications, available as ointment.","prazole;ointment;medicine;treatment"
"dl2x8y7196","Congenital pulmoplegia","diseases","A congenital  medical condition characterized by inflammation or abnormal state of the pulmo system.","pulmo;plegia;disease;congenital"
"mwib4eppux","Levalol Gel","medicines","A pharmacological agent prescribed for various therapeutic indications, available as gel.","lol;gel;medicine;treatment"
"dkso0idwo2","Systemic otorrhea","diseases","A systemic  medical condition characterized by inflammation or abnormal state of the oto system.","oto;rrhea;disease;systemic"
"mnujulpry3","Simaxetine Suspension","medicines","A pharmacological agent prescribed for various therapeutic indications, available as suspension.","xetine;suspension;medicine;treatment"
"mgnl3qpiw1","Doxymycin Syrup","medicines","A pharmacological agent prescribed for various therapeutic indications, available as syrup.","mycin;syrup;medicine;treatment"
"dk2vyvkynz","Systemic myorrhea","diseases","A systemic  medical condition characterized by inflammation or abnormal state of the myo system.","myo;rrhea;disease;systemic"
"mg1s0q9s29","Fluoterol Ointment","medicines","A pharmacological agent prescribed for various therapeutic indications, available as ointment.","terol;ointment;medicine;treatment"
"dhnd492h0e","Secondary endomalacia","diseases","A secondary  medical condition characterized by inflammation or abnormal state of the endo system.","endo;malacia;disease;secondary"
"d48l4c7fg7","Acquired splenoplasia","diseases","A acquired  medical condition characterized by inflammation or abnormal state of the spleno system.","spleno;plasia;disease;acquired"
"m3br2w7nnk","Sertapril Tablets","medicines","A pharmacological agent prescribed for various therapeutic indications, available as tablets.","pril;tablets;medicine;treatment"
"menezmooil","Clindaazole Patch","medicines","A pharmacological agent prescribed for various therapeutic indications, available as patch.","azole;patch;medicine;treatment"
"do4va683ez","Chronic neurooma","diseases","A chronic  medical condition characterized by inflammation or abnormal state of the neuro system.","neuro;oma;disease;chronic"
"s39k27oik3","Radiating Cerebral Aching","symptoms","Patient experiences radiating  aching in the cerebral  region.","aching;symptom;cerebral;radiating"
"dldp2aj0m0","Congenital hemotrophy","diseases","A congenital  medical condition characterized by inflammation or abnormal state of the hemo system.","hemo;trophy;disease;congenital"
"s8511cfnbi","Dull Pulmonary Numbness","symptoms","Patient experiences dull  numbness in the pulmonary  region.","numbness;symptom;pulmonary;dull"
"s6cpoyhl01","Gradual Cerebral Discharge","symptoms","Patient experiences gradual  discharge in the cerebral  region.","discharge;symptom;cerebral;gradual"
"mntf8sp8m6","Bupazepam Patch","medicines","A pharmacological agent prescribed for various therapeutic indications, available as patch.","zepam;patch;medicine;treatment"
"sac0cwdocj","Throbbing Dermal Burning","symptoms","Patient experiences throbbing  burning in the dermal  region.","burning;symptom;dermal;throbbing"
"dm6eic71w5","Autoimmune otoitis","diseases","A autoimmune  medical condition characterized by inflammation or abnormal state of the oto system.","oto;itis;disease;autoimmune"
"m4r7qb20ra","Paroxtidine Gel","medicines","A pharmacological agent prescribed for various therapeutic indications, available as gel.","tidine;gel;medicine;treatment"
"sfxs288evb","Oral Numbness","symptoms","Patient experiences  numbness in the oral  region.","numbness;symptom;oral"
"mzy3sdzbbu","Loxaterol Suspension","medicines","A pharmacological agent prescribed for various therapeutic indications, available as suspension.","terol;suspension;medicine;treatment"
"mdy8bkwfac","Omepril Tablets","medicines","A pharmacological agent prescribed for various therapeutic indications, available as tablets.","pril;tablets;medicine;treatment"
"mdbmf5y2jt","Cefatidine Patch","medicines","A pharmacological agent prescribed for various therapeutic indications, available as patch.","tidine;patch;medicine;treatment"
"mbmdtmid1l","Epistatin Syrup","medicines","A pharmacological agent prescribed for various therapeutic indications, available as syrup.","statin;syrup;medicine;treatment"
"mezwvot3ta","Bupaazole Patch","medicines","A pharmacological agent prescribed for various therapeutic indications, available as patch.","azole;patch;medicine;treatment"
"d7tzurqpvm","Malignant neurosclerosis","diseases","A malignant  medical condition characterized by inflammation or abnormal state of the neuro system.","neuro;sclerosis;disease;malignant"
"dydpd9pw4p","Bacterial gnathpenia","diseases","A bacterial  medical condition characterized by inflammation or abnormal state of the gnath system.","gnath;penia;disease;bacterial"
"dw3ad8pgku","Localized myopenia","diseases","A localized  medical condition characterized by inflammation or abnormal state of the myo system.","myo;penia;disease;localized"
"mv2bir6vwx","Metaglinide Ointment","medicines","A pharmacological agent prescribed for various therapeutic indications, available as ointment.","glinide;ointment;medicine;treatment"
"d0b802ga7z","Viral cholespasm","diseases","A viral  medical condition characterized by inflammation or abnormal state of the chole system.","chole;spasm;disease;viral"
"mrs2qaqzy8","Amitidine Tablets","medicines","A pharmacological agent prescribed for various therapeutic indications, available as tablets.","tidine;tablets;medicine;treatment"
"spt6qvl9yn","Improving Lumbar Swelling","symptoms","Patient experiences improving  swelling in the lumbar  region.","swelling;symptom;lumbar;improving"
"d2pb2tgecs","Bacterial gastrotrophy","diseases","A bacterial  medical condition characterized by inflammation or abnormal state of the gastro system.","gastro;trophy;disease;bacterial"
"dlkwmsfqlk","Viral phleboplasia","diseases","A viral  medical condition characterized by inflammation or abnormal state of the phlebo system.","phlebo;plasia;disease;viral"
"dqvboqgcd1","Acute cardiopenia","diseases","A acute  medical condition characterized by inflammation or abnormal state of the cardio system.","cardio;penia;disease;acute"
"dlpv3j3782","Autoimmune gastrospasm","diseases","A autoimmune  medical condition characterized by inflammation or abnormal state of the gastro system.","gastro;spasm;disease;autoimmune"
"s1tarrfwv5","Radiating Aural Swelling","symptoms","Patient experiences radiating  swelling in the aural  region.","swelling;symptom;aural;radiating"
"s5wfe2jub8","Radiating Pelvic Fatigue","symptoms","Patient experiences radiating  fatigue in the pelvic  region.","fatigue;symptom;pelvic;radiating"
"skftgwspbu","Improving Aural Aching","symptoms","Patient experiences improving  aching in the aural  region.","aching;symptom;aural;improving"
"ss8oex59qs","Mild Cardiac Stiffness","symptoms","Patient experiences mild  stiffness in the cardiac  region.","stiffness;symptom;cardiac;mild"
"sjzcmuv8np","Constant Cervical Tingling","symptoms","Patient experiences constant  tingling in the cervical  region.","tingling;symptom;cervical;constant"
"moehexefyz","Lisitidine Suspension","medicines","A pharmacological agent prescribed for various therapeutic indications, available as suspension.","tidine;suspension;medicine;treatment"
"t1ou9yv1bq","Lumbar Localized","terms","A clinical term referring to lumbar localized.","term;medical;clinical"
"m5d8e0ceez","Doxyazole Ointment","medicines","A pharmacological agent prescribed for various therapeutic indications, available as ointment.","azole;ointment;medicine;treatment"
"mzj8ddeylj","Epiprazole Drops","medicines","A pharmacological agent prescribed for various therapeutic indications, available as drops.","prazole;drops;medicine;treatment"
"muph59gf0m","Amibuterol Ointment","medicines","A pharmacological agent prescribed for various therapeutic indications, available as ointment.","buterol;ointment;medicine;treatment"
"dlh88wc588","Localized phlebooma","diseases","A localized  medical condition characterized by inflammation or abnormal state of the phlebo system.","phlebo;oma;disease;localized"
"dawonyww6p","Systemic stomatomegaly","diseases","A systemic  medical condition characterized by inflammation or abnormal state of the stomato system.","stomato;megaly;disease;systemic"
"smwawltl8r","Sharp Spinal Soreness","symptoms","Patient experiences sharp  soreness in the spinal  region.","soreness;symptom;spinal;sharp"
"sp4k1s8hsg","Dull Pulmonary Nausea","symptoms","Patient experiences dull  nausea in the pulmonary  region.","nausea;symptom;pulmonary;dull"
"mfozvj80rd","Ibuazole Drops","medicines","A pharmacological agent prescribed for various therapeutic indications, available as drops.","azole;drops;medicine;treatment"
"dxuo1n82kf","Chronic neurorrhea","diseases","A chronic  medical condition characterized by inflammation or abnormal state of the neuro system.","neuro;rrhea;disease;chronic"
"smwittwmq1","Sudden Hepatic Nausea","symptoms","Patient experiences sudden  nausea in the hepatic  region.","nausea;symptom;hepatic;sudden"
"sk8crtfjr2","Aural Tingling","symptoms","Patient experiences  tingling in the aural  region.","tingling;symptom;aural"
"d6szvi18lf","Fungal myosthenia","diseases","A fungal  medical condition characterized by inflammation or abnormal state of the myo system.","myo;sthenia;disease;fungal"
"m906tgh4zo","Bupacycline Solution","medicines","A pharmacological agent prescribed for various therapeutic indications, available as solution.","cycline;solution;medicine;treatment"
"mh5s1ay9bu","Doxypro Capsules","medicines","A pharmacological agent prescribed for various therapeutic indications, available as capsules.","pro;capsules;medicine;treatment"
"dghjh8mff0","Benign keratomalacia","diseases","A benign  medical condition characterized by inflammation or abnormal state of the kerato system.","kerato;malacia;disease;benign"
"srh7pbg7pg","Dull Pulmonary Inflammation","symptoms","Patient experiences dull  inflammation in the pulmonary  region.","inflammation;symptom;pulmonary;dull"
"msplvpckzy","Clindapril Drops","medicines","A pharmacological agent prescribed for various therapeutic indications, available as drops.","pril;drops;medicine;treatment"
"mx2x94paf4","Cefazepam Capsules","medicines","A pharmacological agent prescribed for various therapeutic indications, available as capsules.","zepam;capsules;medicine;treatment"
"sroyi5x4xt","Localized Spinal Inflammation","symptoms","Patient experiences localized  inflammation in the spinal  region.","inflammation;symptom;spinal;localized"
"m9zzpdywat","Simamycin Capsules","medicines","A pharmacological agent prescribed for various therapeutic indications, available as capsules.","mycin;capsules;medicine;treatment"
"sn573u9mrj","Worsening Lumbar Tenderness","symptoms","Patient experiences worsening  tenderness in the lumbar  region.","tenderness;symptom;lumbar;worsening"
"mou37ssrk7","Paroxsartan Tablets","medicines","A pharmacological agent prescribed for various therapeutic indications, available as tablets.","sartan;tablets;medicine;treatment"
"st9zc15ozk","Severe Pulmonary Numbness","symptoms","Patient experiences severe  numbness in the pulmonary  region.","numbness;symptom;pulmonary;severe"
"doxsnwn3e3","Bacterial dermapathy","diseases","A bacterial  medical condition characterized by inflammation or abnormal state of the derma system.","derma;pathy;disease;bacterial"
"s15um23e84","Radiating Lumbar Dizziness","symptoms","Patient experiences radiating  dizziness in the lumbar  region.","dizziness;symptom;lumbar;radiating"
"ss7lw1l562","Intermittent Cerebral Pain","symptoms","Patient experiences intermittent  pain in the cerebral  region.","pain;symptom;cerebral;intermittent"
"djphkuq151","Primary cardioalgia","diseases","A primary  medical condition characterized by inflammation or abnormal state of the cardio system.","cardio;algia;disease;primary"
"snyfrqtndx","Localized Cardiac Itching","symptoms","Patient experiences localized  itching in the cardiac  region.","itching;symptom;cardiac;localized"
"t7ae48njej","Pulmonary Acquired","terms","A clinical term referring to pulmonary acquired.","term;medical;clinical"
"m0e5w3ivm2","Amitidine Drops","medicines","A pharmacological agent prescribed for various therapeutic indications, available as drops.","tidine;drops;medicine;treatment"
"dafl9du415","Acute gnathpenia","diseases","A acute  medical condition characterized by inflammation or abnormal state of the gnath system.","gnath;penia;disease;acute"
"m4wutj482w","Doxytidine Ointment","medicines","A pharmacological agent prescribed for various therapeutic indications, available as ointment.","tidine;ointment;medicine;treatment"
"dtpykw211f","Chronic rhinoalgia","diseases","A chronic  medical condition characterized by inflammation or abnormal state of the rhino system.","rhino;algia;disease;chronic"
"myr50z8h2t","Epizepam Cream","medicines","A pharmacological agent prescribed for various therapeutic indications, available as cream.","zepam;cream;medicine;treatment"
"scbvydoahc","Mild Renal Tingling","symptoms","Patient experiences mild  tingling in the renal  region.","tingling;symptom;renal;mild"
"mawe6k9t7x","Amicycline Powder","medicines","A pharmacological agent prescribed for various therapeutic indications, available as powder.","cycline;powder;medicine;treatment"
"m42fxhemep","Cefapril Capsules","medicines","A pharmacological agent prescribed for various therapeutic indications, available as capsules.","pril;capsules;medicine;treatment"
"szc4h219zo","Worsening Spinal Nausea","symptoms","Patient experiences worsening  nausea in the spinal  region.","nausea;symptom;spinal;worsening"
"ssc36xxrdh","Worsening Aural Pain","symptoms","Patient experiences worsening  pain in the aural  region.","pain;symptom;aural;worsening"
"som6bitka9","Worsening Aural Cramping","symptoms","Patient experiences worsening  cramping in the aural  region.","cramping;symptom;aural;worsening"
"mm7choyp2u","Ketoglinide Syrup","medicines","A pharmacological agent prescribed for various therapeutic indications, available as syrup.","glinide;syrup;medicine;treatment"
"m04hudedsz","Simacycline Ointment","medicines","A pharmacological agent prescribed for various therapeutic indications, available as ointment.","cycline;ointment;medicine;treatment"
"ssfwxjpsfv","Intermittent Cardiac Nausea","symptoms","Patient experiences intermittent  nausea in the cardiac  region.","nausea;symptom;cardiac;intermittent"
"dl6jldqlq2","Chronic rhinoplegia","diseases","A chronic  medical condition characterized by inflammation or abnormal state of the rhino system.","rhino;plegia;disease;chronic"
"d75y5uvvyd","Fungal cardiooma","diseases","A fungal  medical condition characterized by inflammation or abnormal state of the cardio system.","cardio;oma;disease;fungal"
"d3sd8jywkm","Acute myopathy","diseases","A acute  medical condition characterized by inflammation or abnormal state of the myo system.","myo;pathy;disease;acute"
"mdourkylm1","Epiterol Ointment","medicines","A pharmacological agent prescribed for various therapeutic indications, available as ointment.","terol;ointment;medicine;treatment"
"dcj7kt50n1","Genetic nephroalgia","diseases","A genetic  medical condition characterized by inflammation or abnormal state of the nephro system.","nephro;algia;disease;genetic"
"sxqhucob63","Severe Cerebral Itching","symptoms","Patient experiences severe  itching in the cerebral  region.","itching;symptom;cerebral;severe"
"myfq3cpsw4","Gabaxetine Inhaler","medicines","A pharmacological agent prescribed for various therapeutic indications, available as inhaler.","xetine;inhaler;medicine;treatment"
"skcfws6qlb","Intermittent Spinal Tenderness","symptoms","Patient experiences intermittent  tenderness in the spinal  region.","tenderness;symptom;spinal;intermittent"
